city,lat,lon,date,expected,phase,source,note
Петроград,59.9311,30.3609,1917-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Москва,55.7558,37.6173,1914-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Москва,55.7558,37.6173,1915-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Москва,55.7558,37.6173,1916-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Москва,55.7558,37.6173,1917-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Киев,50.4501,30.5234,1914-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Киев,50.4501,30.5234,1915-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Киев,50.4501,30.5234,1916-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Киев,50.4501,30.5234,1917-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Одесса,46.4825,30.7233,1914-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Одесса,46.4825,30.7233,1915-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Одесса,46.4825,30.7233,1916-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Одесса,46.4825,30.7233,1917-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Тифлис,41.7151,44.8271,1914-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Тифлис,41.7151,44.8271,1915-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Тифлис,41.7151,44.8271,1916-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Тифлис,41.7151,44.8271,1917-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Баку,40.4093,49.8671,1914-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Баку,40.4093,49.8671,1915-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Баку,40.4093,49.8671,1916-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
Баку,40.4093,49.8671,1917-10-01,empire,глубокий тыл,"фронт до города не доходил: линия осени 1915 г. (Зайончковский, т. 1, с. 825-826), линия июля 1917 г. (т. 2, с. 135)",
