1919-08-31,day,Киев,50.45,30.52,took_city,whites,unr,ukraina/c0074_1919/gvu_t2_1967.txt (строки 1018-1027); ukraina/ЕІУ/t4raw_fixed.txt (строка 34518),high,"Курьёз двойного взятия Киева: белые (группа генерала Бредова) и петлюровцы вошли в город практически одновременно 30-31 августа; после незначительной перестрелки петлюровцы 31 августа уступили город белым, Деникин потребовал сдать не только Киев но и Правобережье"
1919-09-17,day,Житомир,50.25,28.66,took_city,bolsheviks,unr,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 965-975, док. №402)",high,"Южная группа 12-й армии (Якир), выходя из окружения, разгромила петлюровцев и заняла Житомир; город оставался советским до конца кампании"
1919-10,month,Екатеринослав,48.45,35.05,took_city,makhno,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (сноска 191, строка 40634-40636)",medium,"Первое занятие Екатеринослава махновцами (середина октября); одновременно махновцы удерживали Никополь, Мелитополь, Бердянск, Мариуполь, Александровск, Павлоград, Новомосковск"
1919-10-15,day,Киев,50.45,30.52,took_city,bolsheviks,whites,ukraina/c0074_1919/gvu_t2_1967.txt (строки 1496-1497),high,12-я армия ненадолго освободила Киев - город удержан всего три дня
1919-10-18,day,Киев,50.45,30.52,took_city,whites,bolsheviks,ukraina/c0074_1919/gvu_t2_1967.txt (строки 1497-1499),high,Деникинцы вновь захватили Киев ещё на некоторое время
1919-10-27,day,Житомир,50.25,28.66,operation_end,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 1492-1493, док. №506)",medium,Освобождение Бердичева 12-й армией - первый из украинских городов отбитых у деникинцев в ходе общего контрнаступления (точка условно у Житомира: Бердичев в списке координат отсутствует)
1919-11-04,day,Екатеринослав,48.45,35.05,took_city,makhno,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (сноска 191, строка 40634-40636)",medium,Второе занятие Екатеринослава махновцами
1919-11-06,day,Чернигов,51.49,31.29,took_city,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 1494-1495, док. №526); ukraina/ЕІУ/t10_fixed.txt (строка 59292)",high,12-я армия освободила Чернигов - один из первых крупных украинских городов отбитых у деникинцев
1919-11-13,day,Екатеринослав,48.45,35.05,left_city,whites,makhno,"ukraina/c0074_1919/gvu_t2_1967.txt (сноска 191, строка 40636-40637)",medium,Махно оставил Екатеринослав под натиском отступающих деникинцев
1919-12-11,day,Харьков,50.00,36.23,took_city,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 1518-1526, док. №182); ukraina/ЕІУ/t10_fixed.txt (строка 41041)",high,14-я армия при содействии 13-й армии и конницы Будённого полностью освободила Харьков; ЕІУ даёт 12 декабря (день установления власти в городе)
1919-12-11,day,Полтава,49.59,34.55,took_city,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (строка 1526-1527, док. №183); ukraina/ЕІУ/t8_fixed.txt (строка 64638)",high,В тот же день что и Харьков освобождена Полтава
1919-12-16,day,Киев,50.45,30.52,took_city,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (строка 1527, док. №184)",high,Красная армия окончательно освободила Киев от деникинцев
1919-12-23,day,Луганск,48.57,39.31,took_city,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (сноска 13, строка 39042; опись док. строка 51858)",high,Луганск окончательно освобождён советскими войсками после семи месяцев под белыми
1919-12-27,day,Бахмут,48.59,38.00,took_city,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (док. №624, опись строка 51885-51886; сводка 14-й армии строка 30554)",high,1-я Конная армия заняла Бахмут в ходе наступления на Донбасс
1919-12-30,day,Екатеринослав,48.45,35.05,took_city,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 1527-1528, 30720-30754)",high,Окончательное освобождение Екатеринослава Красной армией (предместье Амур-Нижнеднепровск занято 29 декабря)
