1918-02-09,day,Киев,50.45,30.52,treaty,,,c0072_muravyov_1918/antonov_ovseenko_t1_djvu.txt строка 7426 + c0072_muravyov_1918/felshtinsky_brest_utf8.txt,high,УНР подписала в Брест-Литовске сепаратный мирный договор с Германией и союзниками (9 февраля 1918 н.ст.); Центральная рада уже находилась в Житомире
1918-02-09,day,Чернигов,51.49,31.29,took_city,bolsheviks,unr,укрвики: Перша радянсько-українська війна (хронологія) + c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строки 5159-5174 и 7896-7913,medium,Советские войска (со стороны Бахмача) заняли Чернигов; дата 27 января ст.ст. по укрвики (=9 февраля н.ст.). VOSR публикует «подробности взятия Чернигова» заметкой от 20 февраля - возможно тот же эпизод с задержкой публикации; точность средняя
1918-02-11,day,Одесса,46.48,30.73,took_city,bolsheviks,unr,c0072_muravyov_1918/antonov_ovseenko_t1_djvu.txt строка 7591,high,Румчерод (ЦИК Румынского фронта Черноморского флота и Одесской области) окончательно овладел Одессой к 29 января (ст.ст.) после уличных боёв с юнкерами и гайдамаками
1918-02-13,day,Херсон,46.64,32.61,took_city,bolsheviks,unr,укрвики: Перша радянсько-українська війна (хронологія),medium,По сводной хронологии укрвики Херсон занят красными 31 января (ст.ст. = 13 февраля н.ст.); прямая сноска в статье отсутствует
1918-02-19,day,Житомир,50.25,28.66,took_city,bolsheviks,unr,c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строки 7837-7858 (документ №223),high,После двухдневного боя советские войска (I гвардейский корпус балтийские матросы московские красногвардейцы) выбили из Житомира войска Петлюры отступившего со штабом в Броды; убит член Житомирской рады Головко
1918-02-22,day,Житомир,50.25,28.66,took_city,unr,bolsheviks,укрвики: Перша радянсько-українська війна (хронологія),medium,Запорожский корпус УНР отбил Житомир у большевиков; в источнике дан диапазон 21-23 февраля - взята средняя дата; прямая сноска отсутствует
1918-03-01,day,Киев,50.45,30.52,took_city,germans,bolsheviks,c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строка 33730 (коммент. №98) + c0072_muravyov_1918/hrynevych_ocr_flat_pages.txt (свидетельство И.Тягая по делу Муравьёва),high,ЦИК и Народный секретариат Украины покинули Киев 1 марта 1918 г. под натиском немецких войск; по свидетельству И.Тягая советская власть оставила город за три дня до этого; немцы вошли в Киев в воскресенье 1 марта
1918-03-03,day,Брест-Литовск,52.10,23.68,treaty,,,c0072_muravyov_1918/felshtinsky_brest_utf8.txt,high,Подписан общий Брестский мирный договор между Советской Россией и Центральными державами
1918-03-09,day,Полтава,49.59,34.55,left_city,,bolsheviks,c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строки 12963-12968 и 33730-33732,medium,ЦИК Советов Украины и его печатный орган эвакуировались из Полтавы в Екатеринослав ввиду приближения немецких оккупационных войск; точная дата вступления немецких/гайдамацких частей в город не найдена
1918-03-13,day,Одесса,46.48,30.73,took_city,germans,bolsheviks,укрвики: Одеська Радянська Республіка,medium,Одесса занята войсками УНР и союзных государств (после боёв сперва с румынскими затем с австро-германскими войсками); Одесская советская республика ликвидирована. Прямая сноска в статье отсутствует
1918-03-24,day,Екатеринослав,48.45,35.05,left_city,,bolsheviks,c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строка 33731,medium,Советское правительство Украины (ЦИК/Народный секретариат) переехало из Екатеринослава в Таганрог под угрозой немецкого наступления; точная дата занятия города немцами не найдена
1918-04-05,day,Херсон,46.64,32.61,took_city,germans,bolsheviks,укрвики: Херсон (розділ історія),medium,Австро-немецкие войска при участии Украинских сечевых стрельцов взяли Херсон 5 апреля 1918 г.; прямая сноска в статье отсутствует
1918-04,month,Харьков,50.00,36.23,took_city,germans,bolsheviks,c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строки 1592-1598 и 8688-8690,medium,Харьковские советские газеты («Донецкий пролетарий» «Известия юга») прекратили выход в апреле 1918 г. в связи с занятием города немецкими оккупантами; точный день в источнике не указан
